rank,name,mbid,listeners,playcount,url
904,*NSYNC,603ba565-3967-4be1-931e-9cb945394e86,1945102,29180994,https://www.last.fm/music/%2ANSYNC
905,Gojira,1c5efd53-d6b6-4d63-9d22-a15025cf5f07,972971,79946232,https://www.last.fm/music/Gojira
906,Staind,777a21a8-0d0f-4cf3-86b4-65bc0eba5649,2123602,49430712,https://www.last.fm/music/Staind
907,Lupe Fiasco,cf15719f-51f9-4db8-a15d-5eed9664ce69,2854193,71412254,https://www.last.fm/music/Lupe+Fiasco
908,Skepta,38474d18-9204-4f60-a137-1fcc6750b869,991171,36335661,https://www.last.fm/music/Skepta
909,Etta James,e22d2f66-881e-41ca-9356-544697ee5f90,2187659,30757174,https://www.last.fm/music/Etta+James
910,Mariah the Scientist,5fc55ebf-21bd-4eda-954c-dd250132331e,477729,17431042,https://www.last.fm/music/Mariah+the+Scientist
911,BABYMONSTER,26ecbba4-a425-4d98-8a96-16eed147ff09,468146,28613145,https://www.last.fm/music/BABYMONSTER
912,Porter Robinson,4ae36ade-1798-48c4-b06b-cc68b7d3d83f,1287545,61921399,https://www.last.fm/music/Porter+Robinson
913,Joy Again,2123417c-f562-4461-9873-8910ffece5d6,1171154,20189503,https://www.last.fm/music/Joy+Again
914,Julie,4b3392b5-704e-461e-95a3-da8e94c9d4e0,680528,27601556,https://www.last.fm/music/Julie
915,Simple Plan,b345af35-205e-4eca-8006-029e5c20127e,2724004,78242690,https://www.last.fm/music/Simple+Plan
916,Veigh,8b660aba-0b50-4925-a5e4-ad9dec7b5d54,289515,32309584,https://www.last.fm/music/Veigh
917,Not For Radio,,125357,3317019,https://www.last.fm/music/Not+For+Radio
918,Chance the Rapper,373a4c98-a46b-48e4-86ec-f6ca65b4f438,1352383,58618940,https://www.last.fm/music/Chance+the+Rapper
919,Sydney Rose,f5db63f8-94e0-4cf9-bdc8-69744e4fd4b4,463916,8214562,https://www.last.fm/music/Sydney+Rose
920,Moby,8970d868-0723-483b-a75b-51088913d3d4,3531090,136006615,https://www.last.fm/music/Moby
921,Duquesa,61cd2049-36f8-4382-a4d7-46e86682ebfa,236107,17375849,https://www.last.fm/music/Duquesa
922,Death Cab for Cutie,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,3726298,245784795,https://www.last.fm/music/Death+Cab+for+Cutie
923,Frédéric Chopin,,2060207,62852898,https://www.last.fm/music/Fr%C3%A9d%C3%A9ric+Chopin
924,AJR,2eb55bd9-cfbf-44fd-a5da-92dd825284c7,1175114,51527571,https://www.last.fm/music/AJR
925,Dance Gavin Dance,16456fed-c9f2-4adf-b6ea-97b648c474d2,743630,83981915,https://www.last.fm/music/Dance+Gavin+Dance
926,Ciara,03172286-f7ed-4864-a4db-459cd5ca9790,2696751,44161881,https://www.last.fm/music/Ciara
927,Passion Pit,daeec599-bf5d-4428-994a-e76ba5f86e2f,2403377,71198832,https://www.last.fm/music/Passion+Pit
928,The Prodigy,4a4ee089-93b1-4470-af9a-6ff575d32704,2913248,138437625,https://www.last.fm/music/The+Prodigy
929,Lô Borges,5bddb0fa-66f7-47c8-bf00-afecab627d59,419848,9842607,https://www.last.fm/music/L%C3%B4+Borges
930,D'Angelo,41c38419-cd66-4c67-bffd-88767d49963b,1219045,28659159,https://www.last.fm/music/D%27Angelo
931,Yes,c1d4f2ba-cf39-460c-9528-6b827d3417a1,1910325,46338283,https://www.last.fm/music/Yes
932,Ozuna,f2651b63-a44d-4d1d-ba64-d981d971ecd1,860782,25003733,https://www.last.fm/music/Ozuna
933,Robyn,5a8e07d5-d932-4484-a7f7-e700793a9c94,1861962,61391668,https://www.last.fm/music/Robyn
934,HAIM,aef06569-098f-4218-a577-b413944d9493,1501313,67422061,https://www.last.fm/music/HAIM
935,Luke Combs,c20ee61f-071f-4e65-9c81-45ee931a54ce,742647,37603048,https://www.last.fm/music/Luke+Combs
936,Adore,07c61b06-7037-45cc-8f87-3d413fca42be,612316,7671868,https://www.last.fm/music/Adore
937,Stevie Nicks,b7f2cca2-72c6-41fb-ae33-53370fc62fe7,1476854,23161985,https://www.last.fm/music/Stevie+Nicks
938,LeeHi,60c05c03-e33e-44a7-bef8-6fb245aaea51,667737,21267625,https://www.last.fm/music/LeeHi
939,Novulent,4843e5c1-c609-4450-bea3-c65783700032,561676,13967637,https://www.last.fm/music/Novulent
940,Avenoir,51ffb9b9-02ec-4124-933c-471ba7ef54d5,446116,12797365,https://www.last.fm/music/Avenoir
941,John Summit,2547c5e3-314c-4332-981d-f18c902a4086,524941,12212281,https://www.last.fm/music/John+Summit
942,Cochise,385e7301-9fd0-4be4-b79e-df9808b57ba6,930825,37689487,https://www.last.fm/music/Cochise
943,DNCE,b02dc689-7859-461d-b70e-9fe1f64fddce,1456012,18441867,https://www.last.fm/music/DNCE
944,Kikuo,23987750-a64d-4241-a147-2213890464a2,572541,24434462,https://www.last.fm/music/Kikuo
945,sign crushes motorist,d1b9b24e-e559-4e57-b2fa-d7319e889a79,932764,36867844,https://www.last.fm/music/sign+crushes+motorist
946,The Who,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,3835194,116373319,https://www.last.fm/music/The+Who
947,Sir Chloe,3c3a1ea4-922a-4a90-b1aa-b7763d6dbf20,995813,24713481,https://www.last.fm/music/Sir+Chloe
948,Snow Patrol,a66999a7-ae5c-460e-ba94-1a01143ae847,4052886,133453661,https://www.last.fm/music/Snow+Patrol
949,SYML,913b4704-05bf-4e53-b30a-f3bd244ea2ea,1193362,22880247,https://www.last.fm/music/SYML
950,The Japanese House,5db88fae-df24-490e-971a-1b3fe8d373ea,1065505,34125418,https://www.last.fm/music/The+Japanese+House
951,Legião Urbana,47685be0-926f-4be9-b1ae-e32da47a3b99,720001,43127300,https://www.last.fm/music/Legi%C3%A3o+Urbana
952,Audrey Hobert,,199114,8070479,https://www.last.fm/music/Audrey+Hobert
953,John Legend,75a72702-a5ef-4513-bca5-c5b944903546,3078606,54387061,https://www.last.fm/music/John+Legend
954,LMFAO,ed5d9086-e8cd-473a-b96c-d81ad6c98f0d,2480660,35067591,https://www.last.fm/music/LMFAO
955,Chrystal,c68ea4b4-85ae-481e-8345-959f6cfc1fdc,518608,5867338,https://www.last.fm/music/Chrystal
956,John Williams,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e,2182407,67677816,https://www.last.fm/music/John+Williams
957,fromis_9,705f04e2-fc5b-41ab-b837-1d850d44084a,533114,49260900,https://www.last.fm/music/fromis_9
958,Marilyn Manson,5dfdca28-9ddc-4853-933c-8bc97d87beec,3109655,192900110,https://www.last.fm/music/Marilyn+Manson
959,FloyyMenor,04a5ed75-6c9f-4d50-87bd-9600abbe68f7,631858,14988182,https://www.last.fm/music/FloyyMenor
960,GoldLink,7cb6e306-a75b-48b4-be00-2c4aa6bbe3a8,1200080,28087348,https://www.last.fm/music/GoldLink
961,Samia,b7d3f8a0-b7b1-4036-bd02-ed6b56e8e31f,497104,17000742,https://www.last.fm/music/Samia
962,Milky Chance,6d230d98-fb8d-4421-a6e8-daca4e55d53e,1642071,37513053,https://www.last.fm/music/Milky+Chance
963,Kevin Gates,0c41b966-12e8-4c9b-87ea-af47798987b6,779151,16542984,https://www.last.fm/music/Kevin+Gates
964,Ichiko Aoba,,794506,49297599,https://www.last.fm/music/Ichiko+Aoba
965,She & Him,fb821608-35fd-4a45-a4b2-1a0537cee111,1169879,41084101,https://www.last.fm/music/She+&+Him
966,Bobby Helms,502b3244-0f7d-470c-99e9-b17fe6bcaabf,1578192,7403600,https://www.last.fm/music/Bobby+Helms
967,Fugazi,233fc3f3-6de2-465c-985e-e721dbabbace,1486763,60935099,https://www.last.fm/music/Fugazi
968,The Two Lips,,240261,2455337,https://www.last.fm/music/The+Two+Lips
969,Joni Mitchell,a6de8ef9-b1a1-4756-97aa-481bbb8a4069,1669903,53330697,https://www.last.fm/music/Joni+Mitchell
970,The Drums,c3ecef5d-84f3-4942-8c24-0a626343c3f4,2056352,49502202,https://www.last.fm/music/The+Drums
971,femtanyl,eb3c021d-e056-42d6-8fad-064205a90527,278540,25255994,https://www.last.fm/music/femtanyl
972,Aaron May,9f3225ad-e686-4538-8cbe-99406c4a4caa,1007818,29955020,https://www.last.fm/music/Aaron+May
973,Counting Crows,a0327dc2-dc76-44d5-aec6-47cd2dff1469,2973031,58712189,https://www.last.fm/music/Counting+Crows
974,NCT DREAM,dc7c8277-d4b6-4bca-bdfe-50eee42536ac,648645,108362079,https://www.last.fm/music/NCT+DREAM
975,James Blake,8dc08b1f-e393-4f85-a5dd-300f7693a8b8,1872589,87344438,https://www.last.fm/music/James+Blake
976,JUDELINE,,161830,6980203,https://www.last.fm/music/JUDELINE
977,Olivia Newton-John,,1231101,11975426,https://www.last.fm/music/Olivia+Newton-John
978,3OH!3,125948ec-7f91-4d1a-8b83-accbf50fae3d,1805203,52380085,https://www.last.fm/music/3OH%213
979,Baco Exu do Blues,d316f174-4056-4d7c-b551-99da9925932f,448786,42334960,https://www.last.fm/music/Baco+Exu+do+Blues
980,You'll Never Get to Heaven,,564190,11775464,https://www.last.fm/music/You%27ll+Never+Get+to+Heaven
981,Good Kid,adab38f4-297d-4af8-9450-4e84697240e7,514980,25926832,https://www.last.fm/music/Good+Kid
982,Slayer,bdacc37b-8633-4bf8-9dd5-4662ee651aec,2304918,134946369,https://www.last.fm/music/Slayer
983,The Internet,a7b325dd-ebf2-401a-a8d6-6fe26fc1a170,1164194,34092649,https://www.last.fm/music/The+Internet
984,Alanis Morissette,4bdcee62-4902-4773-8cd1-e252e2e31225,2737356,78436975,https://www.last.fm/music/Alanis+Morissette
985,Ween,c0eee88b-47f2-4cd2-ac48-a045e902a432,1219039,61975557,https://www.last.fm/music/Ween
986,Bazzi,edf81f9b-d3f0-4d57-9636-d08e851b1640,1369361,35206681,https://www.last.fm/music/Bazzi
987,Fimiguerrero,c733243e-8a91-4a2c-8fd6-4c7a164efc0c,244890,12175869,https://www.last.fm/music/Fimiguerrero
988,Sweet Trip,52fbc948-398c-45f6-833b-dd75164b896a,740567,38579666,https://www.last.fm/music/Sweet+Trip
989,Internet Money,72f8d4f4-a167-4b66-8b65-46fe0a07f63b,1068392,25578098,https://www.last.fm/music/Internet+Money
990,DECO*27,bd247ab3-c22d-4b5d-a6fd-437771cacbbe,395282,21709623,https://www.last.fm/music/DECO%2A27
991,Lil Skies,8328b279-1863-487b-976a-58a62b85220a,798612,37710793,https://www.last.fm/music/Lil+Skies
992,Yves Tumor,b675f327-4738-4af4-bb83-1adb0003f2d3,1001027,45738242,https://www.last.fm/music/Yves+Tumor
993,Remi Wolf,afb6cc6d-a060-4f5e-bc3a-00d4b6832e41,902249,32284828,https://www.last.fm/music/Remi+Wolf
994,benny blanco,05aab861-e2fc-492c-8549-c6a1b6cfefa0,1369229,39404875,https://www.last.fm/music/benny+blanco
995,Jorge Rivera-Herrans,7c12b436-0fa3-473a-b908-6b7c1c9a5f24,280804,60685914,https://www.last.fm/music/Jorge+Rivera-Herrans
996,GOT7,9f6a8346-15f3-4ec4-a632-f5270b0945a3,580813,49272078,https://www.last.fm/music/GOT7
997,Void,1db78dcc-efdc-4b32-aab1-37b9c2210d02,448389,6004490,https://www.last.fm/music/Void
998,Bigbang,,841965,39649012,https://www.last.fm/music/Bigbang
999,Vansire,0a7920d5-135b-4bca-885c-ebd79f0d5d9f,1589446,37484529,https://www.last.fm/music/Vansire
1000,Saint Motel,5c2593bc-1621-4c4d-821b-b7bb6ff213b5,1183611,25709274,https://www.last.fm/music/Saint+Motel
